lat,lng,day,title,time,description,image,route
36.061089, 103.834303,1,兰州,,市区亮点：黄河第一桥-中山铁桥、黄河母亲雕像、黄河上古老的灌溉工具-大水车；正宁路夜市小吃街和大众巷美食街大家一定要去品尝。,,
35.19351703831921, 102.50633634047287,2,拉卜楞寺,10:30-12:30,“世界藏学府”藏传佛教格鲁派六大寺院之一。进入寺院大殿前需要摘帽脱鞋，进入后不能喧哗，不可以直接用手指指佛像，所有殿内不可以拍照。,
35.1320999410466, 102.41170313521815,2,桑科草原,14:00-14:30,午餐后经G316国道穿越桑科草原，车上游览。
34.99946063468163, 102.91027783375571,2,合作市,17:00,晚上在合作市入住酒店休息。
35.00959335568194, 102.91542704752696,3,米拉日巴佛阁,7:40,藏传佛教噶举派（白教）在安多藏区的代表寺院。
33.77270617681518, 101.68568072581668,3,阿万仓湿地,12:30-14:30,“中国五大草原湿地”第一名。
33.732942287198405, 101.6460216614242,3,娘玛寺,14:30,世界最高的转经筒，上面刻有12生肖。
32.90285038941624, 101.70533397078725,3,阿坝,18:00,晚上住在阿坝。
33.07743621666688, 101.16944129751549,4,莲宝叶则,8:30-12:00,传说这里是藏族神话人物格萨尔王征战的古战场遗迹。这里也被称为“天神后花园”，尖耸的高峰仿若连接神界与人界的天梯。藏在山中的“扎尕尔措”是冰山雪融化形成的湖泊。
33.371719484363076, 102.5041350255538,4,红原大草原,16:00-17:00,晚上住在红原。
33.476118517999105, 102.47023189533395,5,黄河九曲第一湾,8:30-10:30,傍晚日落夜景。
33.94885680347364, 102.84513868000111,5,花湖景区,13:00,水中开满花朵，黑颈鹅。
34.23907050038532, 103.19313652917498,5,扎尕那,17:30,体验洛克之路，民俗住宿条件有限。,
36.51518105032535, 103.62007509893067,6,兰州,19:30,起程兰州，晚上兰州住宿。,
